name,org_name,description,address,city,state,zipcode,latitude,longitude,min_age,max_age,category_id,category name,category description,,,,,,,,,,,,,,,,,
Lil' Campers at Adams,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1919 N Seminary Ave.,Chicago,IL,60614,41.9168,-87.6554,5,12,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Adams,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1919 N Seminary Ave.,Chicago,IL,60614,41.9168,-87.6554,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Dvorak,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1119 W. Cullerton St.,Chicago,IL,60608,41.8552,-87.6538,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Dvorak,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1119 W. Cullerton St.,Chicago,IL,60608,41.8552,-87.6538,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Dvorak,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1119 W. Cullerton St.,Chicago,IL,60608,41.8552,-87.6538,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Dvorak,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",1119 W. Cullerton St.,Chicago,IL,60608,41.8552,-87.6538,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Edison,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",6755 N. Northwest Hwy.,Chicago,IL,60631,42.0039,-87.8176,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Edison,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",6755 N. Northwest Hwy.,Chicago,IL,60631,42.0039,-87.8176,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Kennedy,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",11320 S. Western Ave.,Chicago,IL,60655,41.6877,-87.6811,5,12,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Kennedy,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",11320 S. Western Ave.,Chicago,IL,60655,41.6877,-87.6811,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Kennedy,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",11320 S. Western Ave.,Chicago,IL,60655,41.6877,-87.6811,5,12,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Kennedy,Chicago Park District,"Lil' Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",11320 S. Western Ave.,Chicago,IL,60655,41.6877,-87.6811,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Kennicott,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",4434 S. Lake Park Ave.,Chicago,IL,60653,41.8141,-87.5969,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Kennicott,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",4434 S. Lake Park Ave.,Chicago,IL,60653,41.8141,-87.5969,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers at Kennicott,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",4434 S. Lake Park Ave.,Chicago,IL,60653,41.8141,-87.5969,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers at Kennicott,Chicago Park District,"Lil Campers is a version of the traditional day camp program tailored for younger children. The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",4434 S. Lake Park Ave.,Chicago,IL,60653,41.8141,-87.5969,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
